date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:12:58	22225/22225	---M--	200	added ('OK')	image/png	etag:%2250ac42b1d038c9e14eb569b6391f21ef%22	https://cdn.brawlify.com/map/Gem-Fort.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Gem-Fort.png	(from https://brawlify.com/tr/maps/)
16:12:59	72997/72997	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2012:35:29%20GMT	https://brawlify.com/tr/maps/detail/Acute-Angle	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Acute-Angle.html	(from https://brawlify.com/tr/maps/)
16:12:59	25708/25708	---M--	200	added ('OK')	image/png	etag:%227219744481927dd3f91a99ed99ef87bd%22	https://cdn.brawlify.com/map/Acute-Angle.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Acute-Angle.png	(from https://brawlify.com/tr/maps/)
16:12:59	73132/73132	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2014:13:29%20GMT	https://brawlify.com/tr/maps/detail/Deathcap-Trap-2	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Deathcap-Trap-2.html	(from https://brawlify.com/tr/maps/)
16:12:59	27824/27824	---M--	200	added ('OK')	image/png	etag:%229ba1a40f7c4b38200c9b21645ba0c3ff%22	https://cdn.brawlify.com/map/Deathcap-Trap-2.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Deathcap-Trap-2.png	(from https://brawlify.com/tr/maps/)
16:13:00	73312/73312	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2000:17:12%20GMT	https://brawlify.com/tr/maps/detail/Minecart-Madness	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Minecart-Madness.html	(from https://brawlify.com/tr/maps/)
16:13:00	18772/18772	---M--	200	added ('OK')	image/png	etag:%22d1a03675fe491741270c8d7cba335389%22	https://cdn.brawlify.com/map/Minecart-Madness.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Minecart-Madness.png	(from https://brawlify.com/tr/maps/)
16:13:00	73112/73112	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2017:38:06%20GMT	https://brawlify.com/tr/maps/detail/Crystal-Arcade	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Crystal-Arcade.html	(from https://brawlify.com/tr/maps/)
16:13:00	25613/25613	---M--	200	added ('OK')	image/png	etag:%22be5b10298d283a0bb8879182e3aa3490%22	https://cdn.brawlify.com/map/Crystal-Arcade.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Crystal-Arcade.png	(from https://brawlify.com/tr/maps/)
16:13:01	72805/72805	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2008:07:34%20GMT	https://brawlify.com/tr/maps/detail/Double-Swoosh	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Double-Swoosh.html	(from https://brawlify.com/tr/maps/)
16:13:01	24691/24691	---M--	200	added ('OK')	image/png	etag:%2234651ac4ef20177d67aaf6f8e10e58f9%22	https://cdn.brawlify.com/map/Double-Swoosh.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Double-Swoosh.png	(from https://brawlify.com/tr/maps/)
16:13:01	4309/4309	---M--	200	added ('OK')	image/png	etag:%22edba194b8a5b26e6aa01926e76fae5d8%22	https://cdn.brawlify.com/gamemode/Showdown.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/gamemode/Showdown.png	(from https://brawlify.com/tr/maps/)
16:13:01	61534/61534	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2014:13:31%20GMT	https://brawlify.com/tr/maps/detail/Double-Trouble	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Double-Trouble.html	(from https://brawlify.com/tr/maps/)
16:13:02	28956/28956	---M--	200	added ('OK')	image/png	etag:%228f27e94d33e31cab24a3eeb00e601482%22	https://cdn.brawlify.com/map/Double-Trouble.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Double-Trouble.png	(from https://brawlify.com/tr/maps/)
16:13:02	61525/61525	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2014:13:32%20GMT	https://brawlify.com/tr/maps/detail/Cavern-Churn	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Cavern-Churn.html	(from https://brawlify.com/tr/maps/)
16:13:02	26470/26470	---M--	200	added ('OK')	image/png	etag:%22fa3302822d3adced798092a7010fdb4f%22	https://cdn.brawlify.com/map/Cavern-Churn.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Cavern-Churn.png	(from https://brawlify.com/tr/maps/)
16:13:02	61704/61704	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2009:54:43%20GMT	https://brawlify.com/tr/maps/detail/Dark-Passage	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Dark-Passage.html	(from https://brawlify.com/tr/maps/)
16:13:02	43152/43152	---M--	200	added ('OK')	image/png	etag:%22a6c4cdffbb5d5e69b12d39d5d7696a11%22	https://cdn.brawlify.com/map/Dark-Passage.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Dark-Passage.png	(from https://brawlify.com/tr/maps/)
16:13:03	61597/61597	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2019:59:43%20GMT	https://brawlify.com/tr/maps/detail/Dune-Drift	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Dune-Drift.html	(from https://brawlify.com/tr/maps/)
16:13:03	36366/36366	---M--	200	added ('OK')	image/png	etag:%22ca88f7a1a92ee0498d3d825011635c43%22	https://cdn.brawlify.com/map/Dune-Drift.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Dune-Drift.png	(from https://brawlify.com/tr/maps/)
16:13:03	61539/61539	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2009:09:43%20GMT	https://brawlify.com/tr/maps/detail/Skull-Creek	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Skull-Creek.html	(from https://brawlify.com/tr/maps/)
16:13:03	42439/42439	---M--	200	added ('OK')	image/png	etag:%2288a0642deaf26b9fe89f64d7875dffd2%22	https://cdn.brawlify.com/map/Skull-Creek.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Skull-Creek.png	(from https://brawlify.com/tr/maps/)
16:13:04	61730/61730	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2023:25:33%20GMT	https://brawlify.com/tr/maps/detail/Mystic-Touch	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Mystic-Touch.html	(from https://brawlify.com/tr/maps/)
16:13:04	37981/37981	---M--	200	added ('OK')	image/png	etag:%2242d0fba779aca8b414b8c7482fb84a95%22	https://cdn.brawlify.com/map/Mystic-Touch.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Mystic-Touch.png	(from https://brawlify.com/tr/maps/)
16:13:04	61734/61734	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2012:19:33%20GMT	https://brawlify.com/tr/maps/detail/Risky-Cliffs	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Risky-Cliffs.html	(from https://brawlify.com/tr/maps/)
16:13:04	34028/34028	---M--	200	added ('OK')	image/png	etag:%228a3262e61f8f92f5fb49f6b31c6cb5a2%22	https://cdn.brawlify.com/map/Risky-Cliffs.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Risky-Cliffs.png	(from https://brawlify.com/tr/maps/)
16:13:05	61543/61543	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2010:30:56%20GMT	https://brawlify.com/tr/maps/detail/Acid-Lakes	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Acid-Lakes.html	(from https://brawlify.com/tr/maps/)
16:13:05	51151/51151	---M--	200	added ('OK')	image/png	etag:%2217061ef51c9a6da5fe4fe922c83b8f6e%22	https://cdn.brawlify.com/map/Acid-Lakes.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Acid-Lakes.png	(from https://brawlify.com/tr/maps/)
16:13:05	61942/61942	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2005:16:56%20GMT	https://brawlify.com/tr/maps/detail/Dark-Fantasies	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Dark-Fantasies.html	(from https://brawlify.com/tr/maps/)
16:13:05	45303/45303	---M--	200	added ('OK')	image/png	etag:%221c7201d70af919b2c5661f800173cc0a%22	https://cdn.brawlify.com/map/Dark-Fantasies.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Dark-Fantasies.png	(from https://brawlify.com/tr/maps/)
16:13:06	61752/61752	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2014:00:53%20GMT	https://brawlify.com/tr/maps/detail/Feast-or-Famine	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Feast-or-Famine.html	(from https://brawlify.com/tr/maps/)
16:13:06	33451/33451	---M--	200	added ('OK')	image/png	etag:%22f25f96e3df6eb7cd35eec58691f3da42%22	https://cdn.brawlify.com/map/Feast-or-Famine.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Feast-or-Famine.png	(from https://brawlify.com/tr/maps/)
16:13:06	61766/61766	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2007:00:09%20GMT	https://brawlify.com/tr/maps/detail/Safety-Center	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Safety-Center.html	(from https://brawlify.com/tr/maps/)
16:13:06	42121/42121	---M--	200	added ('OK')	image/png	etag:%2244a4acf80c53456de797538f9fb43936%22	https://cdn.brawlify.com/map/Safety-Center.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Safety-Center.png	(from https://brawlify.com/tr/maps/)
16:13:06	61585/61585	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2010:41:50%20GMT	https://brawlify.com/tr/maps/detail/Rockwall-Brawl	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Rockwall-Brawl.html	(from https://brawlify.com/tr/maps/)
16:13:06	29035/29035	---M--	200	added ('OK')	image/png	etag:%22cfeeb1d9cfd0d1d9de75932e5b16de1d%22	https://cdn.brawlify.com/map/Rockwall-Brawl.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Rockwall-Brawl.png	(from https://brawlify.com/tr/maps/)
16:13:07	61762/61762	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2001:16:46%20GMT	https://brawlify.com/tr/maps/detail/Scorched-Stone	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Scorched-Stone.html	(from https://brawlify.com/tr/maps/)
16:13:07	44119/44119	---M--	200	added ('OK')	image/png	etag:%22cae149b3c59d0a90d613db6632904f62%22	https://cdn.brawlify.com/map/Scorched-Stone.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Scorched-Stone.png	(from https://brawlify.com/tr/maps/)
16:13:07	57313/57313	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2006:47:49%20GMT	https://brawlify.com/tr/maps/detail/Stocky-Stockades	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Stocky-Stockades.html	(from https://brawlify.com/tr/maps/)
16:13:07	44022/44022	---M--	200	added ('OK')	image/png	etag:%22561bb462eed079d2c47a249c9b89d71d%22	https://cdn.brawlify.com/map/Stocky-Stockades.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Stocky-Stockades.png	(from https://brawlify.com/tr/maps/)
16:13:08	6196/6196	---M--	200	added ('OK')	image/png	etag:%223d279db71a636b18d0d61ad6e556c485%22	https://cdn.brawlify.com/gamemode/Duo-Showdown.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/gamemode/Duo-Showdown.png	(from https://brawlify.com/tr/maps/)
16:13:08	68541/68541	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2014:13:38%20GMT	https://brawlify.com/tr/maps/detail/Cavern-Churn-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Cavern-Churn-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:08	26174/26174	---M--	200	added ('OK')	image/png	etag:%22cde31419ee154ccb5f4bc5ae83fc3219%22	https://cdn.brawlify.com/map/Cavern-Churn-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Cavern-Churn-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:08	68565/68565	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2020:05:44%20GMT	https://brawlify.com/tr/maps/detail/Dune-Drift-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Dune-Drift-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:08	34898/34898	---M--	200	added ('OK')	image/png	etag:%227500cb463e7b838049ffe2459c93a147%22	https://cdn.brawlify.com/map/Dune-Drift-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Dune-Drift-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:09	68689/68689	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2021:07:02%20GMT	https://brawlify.com/tr/maps/detail/Mystic-Touch-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Mystic-Touch-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:09	36582/36582	---M--	200	added ('OK')	image/png	etag:%228a0041296612e665374f928dd49ead2d%22	https://cdn.brawlify.com/map/Mystic-Touch-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Mystic-Touch-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:09	68510/68510	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2017:17:18%20GMT	https://brawlify.com/tr/maps/detail/Double-Trouble-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Double-Trouble-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:09	27359/27359	---M--	200	added ('OK')	image/png	etag:%2209cbec912d80bdd769b03cf89b2eedcc%22	https://cdn.brawlify.com/map/Double-Trouble-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Double-Trouble-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:10	68712/68712	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2003:33:40%20GMT	https://brawlify.com/tr/maps/detail/Risky-Cliffs-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Risky-Cliffs-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:10	33023/33023	---M--	200	added ('OK')	image/png	etag:%223eca9669f37e248ed99e1f70d2050a72%22	https://cdn.brawlify.com/map/Risky-Cliffs-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Risky-Cliffs-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:10	68507/68507	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2021:08:58%20GMT	https://brawlify.com/tr/maps/detail/Acid-Lakes-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Acid-Lakes-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:10	50116/50116	---M--	200	added ('OK')	image/png	etag:%229a031694909f64d3c5b60d4ebc9efdf3%22	https://cdn.brawlify.com/map/Acid-Lakes-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Acid-Lakes-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:11	68867/68867	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2020:35:41%20GMT	https://brawlify.com/tr/maps/detail/Dark-Fantasies-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Dark-Fantasies-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:11	43851/43851	---M--	200	added ('OK')	image/png	etag:%221e83f1c0e7c4a7eebfa383ecac5580a5%22	https://cdn.brawlify.com/map/Dark-Fantasies-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Dark-Fantasies-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:11	68699/68699	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2016:57:59%20GMT	https://brawlify.com/tr/maps/detail/Feast-or-Famine-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Feast-or-Famine-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:11	32776/32776	---M--	200	added ('OK')	image/png	etag:%22624333c3d7ffd86ffeffbf7cb87b6d0f%22	https://cdn.brawlify.com/map/Feast-or-Famine-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Feast-or-Famine-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:12	68728/68728	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2014:13:42%20GMT	https://brawlify.com/tr/maps/detail/Safety-Center-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Safety-Center-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:12	40806/40806	---M--	200	added ('OK')	image/png	etag:%2227456025a70fad16367798d0c2b89f67%22	https://cdn.brawlify.com/map/Safety-Center-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Safety-Center-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:12	68637/68637	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2018:40:57%20GMT	https://brawlify.com/tr/maps/detail/Rockwall-Brawl-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Rockwall-Brawl-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:12	28254/28254	---M--	200	added ('OK')	image/png	etag:%229951b699372e307ebbf7997d3a8c1552%22	https://cdn.brawlify.com/map/Rockwall-Brawl-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Rockwall-Brawl-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:13	68600/68600	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2019:17:59%20GMT	https://brawlify.com/tr/maps/detail/Dark-Passage-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Dark-Passage-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:13	42923/42923	---M--	200	added ('OK')	image/png	etag:%22a52da870171c9af91dcd4c4369976582%22	https://cdn.brawlify.com/map/Dark-Passage-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Dark-Passage-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:13	68736/68736	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2018:35:08%20GMT	https://brawlify.com/tr/maps/detail/Scorched-Stone-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Scorched-Stone-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:13	43063/43063	---M--	200	added ('OK')	image/png	etag:%228e07fc97a8298fd257a8037a94cce66e%22	https://cdn.brawlify.com/map/Scorched-Stone-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Scorched-Stone-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:13	68322/68322	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2015:26:10%20GMT	https://brawlify.com/tr/maps/detail/Skull-Creek-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Skull-Creek-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:14	41561/41561	---M--	200	added ('OK')	image/png	etag:%2284b6bd081407aaca3c854566c6c5e01e%22	https://cdn.brawlify.com/map/Skull-Creek-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Skull-Creek-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:14	64970/64970	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2008:35:04%20GMT	https://brawlify.com/tr/maps/detail/Stocky-Stockades-Duo	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Stocky-Stockades-Duo.html	(from https://brawlify.com/tr/maps/)
16:13:14	43014/43014	---M--	200	added ('OK')	image/png	etag:%228b8d6fb1939e6360c8838cc593ee5739%22	https://cdn.brawlify.com/map/Stocky-Stockades-Duo.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Stocky-Stockades-Duo.png	(from https://brawlify.com/tr/maps/)
16:13:14	4968/4968	---M--	200	added ('OK')	image/png	etag:%22527ac17c7eb669cc4ae1dadcc265118a%22	https://cdn.brawlify.com/gamemode/Heist.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/gamemode/Heist.png	(from https://brawlify.com/tr/maps/)
16:13:15	73086/73086	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2014:13:45%20GMT	https://brawlify.com/tr/maps/detail/G.G.-Mortuary	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/G.G.html	(from https://brawlify.com/tr/maps/)
16:13:15	19380/19380	---M--	200	added ('OK')	image/png	etag:%2235c31c4ea225752f93ad6c3f8d72edd5%22	https://cdn.brawlify.com/map/G.G.-Mortuary.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/G.G.-Mortuary.png	(from https://brawlify.com/tr/maps/)
16:13:15	71828/71828	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2018:43:37%20GMT	https://brawlify.com/tr/maps/detail/Bridge-Too-Far	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Bridge-Too-Far.html	(from https://brawlify.com/tr/maps/)
16:13:15	24364/24364	---M--	200	added ('OK')	image/png	etag:%22164c846db694ea18e94987798be606ea%22	https://cdn.brawlify.com/map/Bridge-Too-Far.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Bridge-Too-Far.png	(from https://brawlify.com/tr/maps/)
16:13:16	62883/62883	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2014:13:46%20GMT	https://brawlify.com/tr/maps/detail/Beachcombers	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Beachcombers.html	(from https://brawlify.com/tr/maps/)
16:13:16	32373/32373	---M--	200	added ('OK')	image/png	etag:%223193961780fcf069a64376e96c50eee8%22	https://cdn.brawlify.com/map/Beachcombers.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Beachcombers.png	(from https://brawlify.com/tr/maps/)
16:13:16	72929/72929	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2013:31:20%20GMT	https://brawlify.com/tr/maps/detail/Pit-Stop	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Pit-Stop.html	(from https://brawlify.com/tr/maps/)
16:13:16	26475/26475	---M--	200	added ('OK')	image/png	etag:%220c1451eced77c70d3ce2c1ef3865e716%22	https://cdn.brawlify.com/map/Pit-Stop.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Pit-Stop.png	(from https://brawlify.com/tr/maps/)
16:13:16	72862/72862	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Sep%202021%2015:55:18%20GMT	https://brawlify.com/tr/maps/detail/Hot-Potato	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Hot-Potato.html	(from https://brawlify.com/tr/maps/)
16:13:17	26012/26012	---M--	200	added ('OK')	image/png	etag:%22fbc76fc035e51b0c4a46fc7029640ab7%22	https://cdn.brawlify.com/map/Hot-Potato.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Hot-Potato.png	(from https://brawlify.com/tr/maps/)
16:13:17	72600/72600	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2006:09:49%20GMT	https://brawlify.com/tr/maps/detail/Safe-Zone	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Safe-Zone.html	(from https://brawlify.com/tr/maps/)
16:13:17	22532/22532	---M--	200	added ('OK')	image/png	etag:%22b8394f2603468d69a44e8d7633ab4715%22	https://cdn.brawlify.com/map/Safe-Zone.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Safe-Zone.png	(from https://brawlify.com/tr/maps/)
16:13:18	72714/72714	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2014:13:47%20GMT	https://brawlify.com/tr/maps/detail/Kaboom-Canyon	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Kaboom-Canyon.html	(from https://brawlify.com/tr/maps/)
16:13:18	24774/24774	---M--	200	added ('OK')	image/png	etag:%22af72ec984a527a3e0066e53a384526af%22	https://cdn.brawlify.com/map/Kaboom-Canyon.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Kaboom-Canyon.png	(from https://brawlify.com/tr/maps/)
16:13:18	3944/3944	---M--	200	added ('OK')	image/png	etag:%22954969f22ed01b5d07830a5714e7c7e1%22	https://cdn.brawlify.com/gamemode/Bounty.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/gamemode/Bounty.png	(from https://brawlify.com/tr/maps/)
16:13:18	73046/73046	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2014:08:20%20GMT	https://brawlify.com/tr/maps/detail/Layer-Cake	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Layer-Cake.html	(from https://brawlify.com/tr/maps/)
16:13:18	27780/27780	---M--	200	added ('OK')	image/png	etag:%22363080f70f606cb689e50e850c8e07da%22	https://cdn.brawlify.com/map/Layer-Cake.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Layer-Cake.png	(from https://brawlify.com/tr/maps/)
16:13:19	72563/72563	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2014:13:49%20GMT	https://brawlify.com/tr/maps/detail/Excel	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Excel.html	(from https://brawlify.com/tr/maps/)
16:13:19	17756/17756	---M--	200	added ('OK')	image/png	etag:%22415207bef5c76fa7fa6844d13a2c3154%22	https://cdn.brawlify.com/map/Excel.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Excel.png	(from https://brawlify.com/tr/maps/)
16:13:20	73101/73101	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Sep%202021%2020:51:51%20GMT	https://brawlify.com/tr/maps/detail/Canal-Grande	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Canal-Grande.html	(from https://brawlify.com/tr/maps/)
16:13:20	24167/24167	---M--	200	added ('OK')	image/png	etag:%221c505c99045c76bde9797bd850f9b640%22	https://cdn.brawlify.com/map/Canal-Grande.png	C:/My%20Web%20Sites/deneme/cdn.brawlify.com/map/Canal-Grande.png	(from https://brawlify.com/tr/maps/)
16:13:20	61803/61803	---MCZ	200	added ('OK')	text/html	date:Sat,%2011%20Sep%202021%2008:45:44%20GMT	https://brawlify.com/tr/maps/detail/Hideout	C:/My%20Web%20Sites/deneme/brawlify.com/tr/maps/detail/Hideout.html	(from https://brawlify.com/tr/maps/)
